"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"3789","deposit","C2","noun","deposits"
"3790","depression","C2","noun","depressions"
"3791","deprivation","C2","noun","deprivations"
"3792","depth","C2","noun","depths"
"3793","descendant","C2","noun","descendants"
"3795","deterrent","C2","noun","deterrents"
"3796","devastation","C2","noun","devastations"
"3797","developer","C2","noun","developers"
"3798","development","C2","noun","developments"
"3799","devil","C2","noun","devils"
"3800","diagnosis","C2","noun","diagnosis"
"3801","dialect","C2","noun","dialects"
"3802","dialogue","C2","noun","dialogues"
"3803","diarrhea","C2","noun","diarrheas"
"3804","dice","C2","noun","dices"
"3805","difference","C2","noun","differences"
"3806","dignity","C2","noun","dignities"
"3807","diplomacy","C2","noun","diplomacies"
"3808","direction","C2","noun","directions"
"3809","discipline","C2","noun","disciplines"
"3810","discomfort","C2","noun","discomforts"
"3812","disgust","C2","noun","disgusts"
"3813","disk","C2","noun","disks"
"3814","dismay","C2","noun","dismays"
"3815","disorder","C2","noun","disorders"
"3816","disposition","C2","noun","dispositions"
"3817","dispute","C2","noun","disputes"
"3818","distinction","C2","noun","distinctions"
"3820","disturbance","C2","noun","disturbances"
"3821","dna","C2","noun","dnas"
"3823","donor","C2","noun","donors"
"3824","doom","C2","noun","dooms"
"3825","doorway","C2","noun","doorways"
"3826","drain","C2","noun","drains"
"3827","drought","C2","noun","droughts"
"3828","dump","C2","noun","dumps"
"3829","echo","C2","noun","echoes"
"3830","elimination","C2","noun","eliminations"
"3831","embrace","C2","noun","embraces"
"3832","empathy","C2","noun","empathies"
"3833","endeavor","C2","noun","endeavors"
"3834","endurance","C2","noun","endurances"
"3835","enterprise","C2","noun","enterprises"
"3836","entity","C2","noun","entities"
"3837","erosion","C2","noun","erosions"
"3838","essence","C2","noun","essences"
"3839","ethic","C2","noun","ethics"
"3840","evidence","C2","noun","evidences"
"3841","exercise","C2","noun","exercises"
"3842","exile","C2","noun","exiles"
"3843","expenditure","C2","noun","expenditures"
"3844","explosive","C2","noun","explosives"
"3846","fake","C2","noun","fakes"
"3848","fanatic","C2","noun","fanatics"
"3849","feat","C2","noun","feats"
"3850","feature","C2","noun","features"
"3851","fever","C2","noun","fevers"
"3852","field","C2","noun","fields"
"3853","film","C2","noun","films"
"3854","filter","C2","noun","filters"
"3855","fire","C2","noun","fires"
"3856","fireplace","C2","noun","fireplaces"
"3857","fist","C2","noun","fists"
"3858","flair","C2","noun","flairs"
"3859","flashback","C2","noun","flashbacks"
"3860","flavor","C2","noun","flavors"
"3861","flesh","C2","noun","fleshes"
"3862","flood","C2","noun","floods"
"3863","fluid","C2","noun","fluids"
"3865","follower","C2","noun","followers"
"3867","forgery","C2","noun","forgeries"
"3868","forgiveness","C2","noun","forgiveness"
"3869","formation","C2","noun","formations"
"3870","foul","C2","noun","fouls"
"3871","foundation","C2","noun","foundations"
"3873","fraction","C2","noun","fractions"
"3874","fragrance","C2","noun","fragrances"
"3875","framework","C2","noun","frameworks"
"3876","fraud","C2","noun","frauds"
"3877","frenzy","C2","noun","frenzies"
"3878","fringe","C2","noun","fringes"
"3879","frontier","C2","noun","frontiers"
"3880","frown","C2","noun","frowns"
"3881","fulfillment","C2","noun","fulfillments"
"3882","fury","C2","noun","furies"
"3883","gamble","C2","noun","gambles"
"3884","gang","C2","noun","gangs"
"3885","gasp","C2","noun","gasps"
"3886","gaze","C2","noun","gazes"
"3888","giant","C2","noun","giants"
"3890","glare","C2","noun","glares"
"3891","glow","C2","noun","glows"
"3893","good","C2","noun","goods"
"3894","goodness","C2","noun","goodness"
"3898","grin","C2","noun","grins"
"3899","groan","C2","noun","groans"
"3900","grounds","C2","noun","grounds"
"3901","guarantee","C2","noun","guarantees"
"3902","gulf","C2","noun","gulfs"
"3904","hail","C2","noun","hails"
"3905","harmony","C2","noun","harmonies"
"3906","haul","C2","noun","hauls"
"3907","head","C2","noun","heads"
"3908","heap","C2","noun","heaps"
"3909","heir","C2","noun","heirs"
"3911","hesitation","C2","noun","hesitations"
"3912","hierarchy","C2","noun","hierarchies"
"3913","homelessness","C2","noun","homelessness"
"3914","horizon","C2","noun","horizons"
"3915","horn","C2","noun","horns"
"3916","host","C2","noun","hosts"
"3917","hostage","C2","noun","hostages"
"3918","hostility","C2","noun","hostilities"
"3919","house","C2","noun","houses"
"3921","humility","C2","noun","humilities"
"3922","humor","C2","noun","humors"
"3923","hypocrisy","C2","noun","hypocrisies"
"3925","idol","C2","noun","idols"
"3927","illusion","C2","noun","illusions"
"3928","illustration","C2","noun","illustrations"
"3929","image","C2","noun","images"
"3930","imitation","C2","noun","imitations"
"3931","impact","C2","noun","impacts"
"3933","implementation","C2","noun","implementations"
"3934","implication","C2","noun","implications"
"3935","import","C2","noun","imports"
"3937","imprisonment","C2","noun","imprisonments"
"3938","impulse","C2","noun","impulses"
"3939","incentive","C2","noun","incentives"
"3940","inclination","C2","noun","inclinations"
"3941","indication","C2","noun","indications"
"3942","indicator","C2","noun","indicators"
"3944","individual","C2","noun","individuals"
"3946","inequality","C2","noun","inequalities"
"3948","infant","C2","noun","infants"
"3949","inferior","C2","noun","inferiors"
"3950","inferiority","C2","noun","inferiorities"
"3951","influx","C2","noun","influxes"
"3952","inheritance","C2","noun","inheritances"
"3953","inhibition","C2","noun","inhibitions"
"3954","injection","C2","noun","injections"
"3956","inquiry","C2","noun","inquiries"
"3957","insecurity","C2","noun","insecurities"
"3958","insomnia","C2","noun","insomnias"
"3959","inspection","C2","noun","inspections"
"3960","inspiration","C2","noun","inspirations"
"3961","instinct","C2","noun","instincts"
"3962","institution","C2","noun","institutions"
"3963","instruction","C2","noun","instructions"
"3964","instrument","C2","noun","instruments"
"3966","intellect","C2","noun","intellects"
"3967","intellectual","C2","noun","intellectuals"
"3968","intensity","C2","noun","intensities"
"3969","intent","C2","noun","intents"
"3970","interest","C2","noun","interests"
"3972","interpretation","C2","noun","interpretations"
"3973","interval","C2","noun","intervals"
"3974","intervention","C2","noun","interventions"
"3975","intolerance","C2","noun","intolerances"
"3976","introvert","C2","noun","introverts"
"3977","intruder","C2","noun","intruders"
"3978","intrusion","C2","noun","intrusions"
"3979","intuition","C2","noun","intuitions"
"3980","invasion","C2","noun","invasions"
"3981","invitation","C2","noun","invitations"
"3982","irony","C2","noun","ironies"
"3983","irritation","C2","noun","irritations"
"3985","janitor","C2","noun","janitors"
"3986","joint","C2","noun","joints"
"3987","journal","C2","noun","journals"
"3988","judgment","C2","noun","judgments"
"3989","jug","C2","noun","jugs"
"3990","justification","C2","noun","justifications"
"3991","kick","C2","noun","kicks"
"3992","kidney","C2","noun","kidneys"
"3993","knot","C2","noun","knots"
"3994","knuckle","C2","noun","knuckles"
"3995","label","C2","noun","labels"
"3996","labor","C2","noun","labors"
"3997","land","C2","noun","lands"
"3998","landmark","C2","noun","landmarks"
"3999","launch","C2","noun","launches"
"4000","law","C2","noun","laws"
"4001","lawsuit","C2","noun","lawsuits"
"4002","lead","C2","noun","leads"
"4003","leak","C2","noun","leaks"
"4004","leap","C2","noun","leaps"
"4005","leave","C2","noun","leaves"
"4006","legacy","C2","noun","legacies"
"4007","legislation","C2","noun","legislations"
"4008","life","C2","noun","lifes"
"4010","line","C2","noun","lines"
"4011","linen","C2","noun","linens"
"4014","loft","C2","noun","lofts"
"4016","longing","C2","noun","longings"
"4018","lumber","C2","noun","lumbers"
"4019","lump","C2","noun","lumps"
"4020","lure","C2","noun","lures"
"4021","margin","C2","noun","margins"
"4022","market","C2","noun","markets"
"4023","massacre","C2","noun","massacres"
"4024","master","C2","noun","masters"
"4025","masterpiece","C2","noun","masterpieces"
"4026","match","C2","noun","matches"
"4027","materialism","C2","noun","materialisms"
"4028","materialist","C2","noun","materialists"
"4029","matter","C2","noun","matters"
"4031","measure","C2","noun","measures"
"4032","measurement","C2","noun","measurements"
"4033","medication","C2","noun","medications"
"4034","mediocrity","C2","noun","mediocrities"
"4035","medium","C2","noun","mediums"
"4036","melody","C2","noun","melodies"
"4037","memorial","C2","noun","memorials"
"4038","memory","C2","noun","memories"
"4039","mercy","C2","noun","mercies"
"4040","merger","C2","noun","mergers"
"4041","metaphor","C2","noun","metaphors"
"4042","millennium","C2","noun","millenniums"
"4043","mishap","C2","noun","mishaps"
"4044","misinterpretation","C2","noun","misinterpretations"
"4045","missile","C2","noun","missiles"
"4046","mission","C2","noun","missions"
"4047","model","C2","noun","models"
"4049","monopoly","C2","noun","monopolies"
"4050","monster","C2","noun","monsters"
"4051","morale","C2","noun","morales"
"4052","mortality","C2","noun","mortalities"
"4053","motion","C2","noun","motions"
"4054","mountain","C2","noun","mountains"
"4056","muddle","C2","noun","muddles"
"4057","murmur","C2","noun","murmurs"
"4058","narrative","C2","noun","narratives"
"4059","narrator","C2","noun","narrators"
"4060","neck","C2","noun","necks"
"4061","necktie","C2","noun","neckties"
"4062","needle","C2","noun","needles"
"4064","nerve","C2","noun","nerves"
"4065","nest","C2","noun","nests"
"4067","nostalgia","C2","noun","nostalgias"
"4068","nostril","C2","noun","nostrils"
"4069","note","C2","noun","notes"
"4071","novelty","C2","noun","novelties"
"4072","observer","C2","noun","observers"
"4073","occupation","C2","noun","occupations"
"4074","odor","C2","noun","odors"
"4075","offer","C2","noun","offers"
"4076","official","C2","noun","officials"
"4078","omission","C2","noun","omissions"
"4079","opening","C2","noun","openings"
"4080","openness","C2","noun","openness"
"4081","optimism","C2","noun","optimisms"
"4082","ordeal","C2","noun","ordeals"
"4083","order","C2","noun","orders"
"4084","organ","C2","noun","organs"
"4085","orientation","C2","noun","orientations"
"4086","ornament","C2","noun","ornaments"
"4087","orphan","C2","noun","orphans"
"4088","outbreak","C2","noun","outbreaks"
"4089","outlet","C2","noun","outlets"
"4090","outline","C2","noun","outlines"
"4091","outlook","C2","noun","outlooks"
"4092","output","C2","noun","outputs"
"4093","outrage","C2","noun","outrages"
"4094","overload","C2","noun","overloads"
"4095","pack","C2","noun","packs"
"4096","pact","C2","noun","pacts"
"4097","palm","C2","noun","palms"
"4099","paradigm","C2","noun","paradigms"
"4100","paradox","C2","noun","paradoxes"
"4101","parallel","C2","noun","parallels"
"4102","particle","C2","noun","particles"
"4104","passage","C2","noun","passages"
"4105","pastime","C2","noun","pastimes"
"4106","patch","C2","noun","patches"
"4107","path","C2","noun","paths"
"4108","perception","C2","noun","perceptions"
"4109","perseverance","C2","noun","perseverances"
"4111","persuasion","C2","noun","persuasions"
"4112","pioneer","C2","noun","pioneers"
"4113","pit","C2","noun","pits"
"4114","pitch","C2","noun","pitches"
"4115","plague","C2","noun","plagues"
"4116","platform","C2","noun","platforms"
"4117","plea","C2","noun","pleas"
"4118","plight","C2","noun","plights"
"4119","plot","C2","noun","plots"
"4120","pocket","C2","noun","pockets"
"4122","pole","C2","noun","poles"
"4123","portrayal","C2","noun","portrayals"
"4124","possession","C2","noun","possessions"
"4125","practice","C2","noun","practices"
"4126","practitioner","C2","noun","practitioners"
"4127","precedent","C2","noun","precedents"
"4128","predecessor","C2","noun","predecessors"
"4129","premium","C2","noun","premiums"
"4130","presence","C2","noun","presences"
"4131","presentation","C2","noun","presentations"
"4132","pressure","C2","noun","pressures"
"4133","presumption","C2","noun","presumptions"
"4134","prey","C2","noun","preys"
"4135","principle","C2","noun","principles"
"4136","print","C2","noun","prints"
"4137","proceedings","C2","noun","proceedings"
"4138","procession","C2","noun","processions"
"4139","produce","C2","noun","produces"
"4140","propaganda","C2","noun","propagandas"
"4141","prosecution","C2","noun","prosecutions"
"4142","prosecutor","C2","noun","prosecutors"
"4143","prospect","C2","noun","prospects"
"4144","protagonist","C2","noun","protagonists"
"4145","proverb","C2","noun","proverbs"
"4146","province","C2","noun","provinces"
"4147","provocation","C2","noun","provocations"
"4148","proximity","C2","noun","proximities"
"4149","psychiatrist","C2","noun","psychiatrists"
"4150","purpose","C2","noun","purposes"
"4151","pursuit","C2","noun","pursuits"
"4152","puzzle","C2","noun","puzzles"
"4153","quarter","C2","noun","quarters"
"4155","quotation","C2","noun","quotations"
"4156","quote","C2","noun","quotes"
"4157","race","C2","noun","races"
"4158","racist","C2","noun","racists"
"4159","racket","C2","noun","rackets"
"4160","radical","C2","noun","radicals"
"4161","raid","C2","noun","raids"
"4162","rail","C2","noun","rails"
"4163","rally","C2","noun","rallies"
"4164","rash","C2","noun","rashes"
"4165","readiness","C2","noun","readiness"
"4166","realization","C2","noun","realizations"
"4167","realm","C2","noun","realms"
"4169","reassurance","C2","noun","reassurances"
"4170","recognition","C2","noun","recognitions"
"4171","recollection","C2","noun","recollections"
"4172","reconstruction","C2","noun","reconstructions"
"4173","recovery","C2","noun","recoveries"
"4174","recruit","C2","noun","recruits"
"4175","referendum","C2","noun","referendums"
"4176","reflection","C2","noun","reflections"
"4177","reform","C2","noun","reforms"
"4179","regime","C2","noun","regimes"
"4180","rejection","C2","noun","rejections"
"4181","relief","C2","noun","reliefs"
"4182","relish","C2","noun","relishes"
"4183","remorse","C2","noun","remorses"
"4184","renewal","C2","noun","renewals"
"4185","repetition","C2","noun","repetitions"
