plurals.f.lemma,Base.Word,COUNT.Base.Word
fences,fence,1
finances,finance,1
fingernails,fingernail,1
firms,firm,1
flames,flame,1
flashlights,flashlight,1
flows,flow,1
fortunes,fortune,1
freedoms,freedom,1
friendliness,friendliness,1
frosts,frost,1
frustrations,frustration,1
functions,function,1
funerals,funeral,1
gangs,gang,1
gardeners,gardener,1
gears,gear,1
genders,gender,1
genetics,genetics,1
glances,glance,1
gods,god,1
goods,good,1
gossips,gossip,1
grants,grant,1
graphs,graph,1
greatness,greatness,1
griefs,grief,1
grounds,ground,1
growths,growth,1
guarantees,guarantee,1
gulfs,gulf,1
gums,gum,1
hammers,hammer,1
handles,handle,1
handouts,handout,1
harms,harm,1
harvests,harvest,1
headquarters,headquarters,1
heavens,heaven,1
hedges,hedge,1
hells,hell,1
helmets,helmet,1
helpers,helper,1
highlights,highlight,1
hints,hint,1
hips,hip,1
holds,hold,1
honors,honor,1
hoods,hood,1
hooks,hook,1
horns,horn,1
horrors,horror,1
hosts,host,1
households,household,1
humors,humor,1
hyphens,hyphen,1
icons,icon,1
idioms,idiom,1
idiots,idiot,1
images,image,1
immigrants,immigrant,1
impacts,impact,1
imperatives,imperative,1
impressions,impression,1
incidents,incident,1
incomes,income,1
increases,increase,1
individuals,individual,1
infections,infection,1
influences,influence,1
inhabitants,inhabitant,1
inputs,input,1
insides,inside,1
inspectors,inspector,1
inspirations,inspiration,1
institutes,institute,1
institutions,institution,1
insults,insult,1
insurances,insurance,1
intelligences,intelligence,1
intentions,intention,1
interiors,interior,1
interruptions,interruption,1
introductions,introduction,1
invasions,invasion,1
inventors,inventor,1
investigations,investigation,1
investigators,investigator,1
investments,investment,1
investors,investor,1
involvements,involvement,1
jaws,jaw,1
jewels,jewel,1
journalisms,journalism,1
journeys,journey,1
joys,joy,1
judgments,judgment,1
juniors,junior,1
kingdoms,kingdom,1
landings,landing,1
landlords,landlord,1
layers,layer,1
laziness,laziness,1
leads,lead,1
leaflets,leaflet,1
leaks,leak,1
learners,learner,1
leeks,leek,1
legends,legend,1
leopards,leopard,1
liars,liar,1
lids,lid,1
lifestyles,lifestyle,1
lifetimes,lifetime,1
litters,litter,1
livers,liver,1
livings,living,1
loads,load,1
loafs,loaf,1
lyrics,lyrics,1
majors,major,1
makers,maker,1
males,male,1
managements,management,1
manners,manner,1
manuals,manual,1
manufacturers,manufacturer,1
marathons,marathon,1
masks,mask,1
masters,master,1
matters,matter,1
mayors,mayor,1
measures,measure,1
measurements,measurement,1
medals,medal,1
mentions,mention,1
microphones,microphone,1
millions,million,1
mints,mint,1
miracles,miracle,1
missions,mission,1
mists,mist,1
misunderstandings,misunderstanding,1
mixtures,mixture,1
monitors,monitor,1
moonlights,moonlight,1
motivations,motivation,1
motives,motive,1
motors,motor,1
motorists,motorist,1
movements,movement,1
muds,mud,1
muscles,muscle,1
musicals,musical,1
myths,myth,1
nails,nail,1
napkins,napkin,1
nations,nation,1
needs,need,1
needles,needle,1
nerves,nerves,1
networks,network,1
novelists,novelist,1
nuisances,nuisance,1
nuts,nut,1
oaks,oak,1
objections,objection,1
obligations,obligation,1
observations,observation,1
obsessions,obsession,1
offenders,offender,1
openings,opening,1
operators,operator,1
opponents,opponent,1
organizers,organizer,1
origins,origin,1
originals,original,1
outlines,outline,1
outskirts,outskirts,1
owls,owl,1
oxygens,oxygen,1
paces,pace,1
packs,pack,1
packages,package,1
pancakes,pancake,1
paperworks,paperwork,1
parachutes,parachute,1
parenthesis,parenthesis,1
parliaments,parliament,1
partnerships,partnership,1
passages,passage,1
passions,passion,1
pauses,pause,1
pavements,pavement,1
paws,paw,1
payments,payment,1
pedals,pedal,1
pensions,pension,1
percentages,percentage,1
pharmacists,pharmacist,1
phases,phase,1
philosophers,philosopher,1
pines,pine,1
pints,pint,1
plots,plot,1
plumbers,plumber,1
poisons,poison,1
portions,portion,1
portraits,portrait,1
possessions,possession,1
potentials,potential,1
pounds,pound,1
predictions,prediction,1
preferences,preference,1
prejudices,prejudice,1
presences,presence,1
pressures,pressure,1
prides,pride,1
procedures,procedure,1
producers,producer,1
productions,production,1
professionals,professional,1
profiles,profile,1
profits,profit,1
promotions,promotion,1
proofs,proof,1
proposals,proposal,1
prospects,prospect,1
protections,protection,1
psychologists,psychologist,1
publications,publication,1
publishers,publisher,1
puddings,pudding,1
punishments,punishment,1
purchases,purchase,1
qualifications,qualification,1
quarrels,quarrel,1
rages,rage,1
rainbows,rainbow,1
rates,rate,1
rays,ray,1
razors,razor,1
reactions,reaction,1
rebels,rebel,1
receptions,reception,1
recessions,recession,1
recommendations,recommendation,1
recreations,recreation,1
reductions,reduction,1
referees,referee,1
references,reference,1
reflections,reflection,1
refugees,refugee,1
regrets,regret,1
regulations,regulation,1
rehearsals,rehearsal,1
releases,release,1
reliefs,relief,1
remarks,remark,1
replacements,replacement,1
representatives,representative,1
reputations,reputation,1
requirements,requirement,1
researchers,researcher,1
residents,resident,1
resources,resource,1
responses,response,1
retirements,retirement,1
revenges,revenge,1
revolutions,revolution,1
rhythms,rhythm,1
ribs,rib,1
rises,rise,1
risks,risk,1
rockets,rocket,1
roots,root,1
ropes,rope,1
rubbers,rubber,1
rumors,rumor,1
samples,sample,1
satellites,satellite,1
satisfactions,satisfaction,1
scales,scale,1
scandals,scandal,1
scents,scent,1
schemes,scheme,1
scripts,script,1
seals,seal,1
seeds,seed,1
selections,selection,1
semicolons,semicolon,1
seminars,seminar,1
seniors,senior,1
sensations,sensation,1
separations,separation,1
servants,servant,1
settings,setting,1
shares,share,1
sheds,shed,1
shells,shell,1
shelters,shelter,1
shifts,shift,1
shootings,shooting,1
shortages,shortage,1
shots,shot,1
sighs,sigh,1
signals,signal,1
skeletons,skeleton,1
slaves,slave,1
slopes,slope,1
smokers,smoker,1
softness,softness,1
soils,soil,1
solos,solo,1
soundtracks,soundtrack,1
sources,source,1
spectators,spectator,1
spirits,spirit,1
sponsors,sponsor,1
sprays,spray,1
spreads,spread,1
spreadsheets,spreadsheet,1
standards,standard,1
statements,statement,1
statistics,statistics,1
steams,steam,1
steels,steel,1
stepfathers,stepfather,1
stepmothers,stepmother,1
stocks,stock,1
stools,stool,1
stopovers,stopover,1
strains,strain,1
strengths,strength,1
strings,string,1
strokes,stroke,1
structures,structure,1
struggles,struggle,1
substances,substance,1
substitutes,substitute,1
suburbs,suburb,1
sufferings,suffering,1
suicides,suicide,1
suppliers,supplier,1
supporters,supporter,1
surfaces,surface,1
surroundings,surroundings,1
surveys,survey,1
survivals,survival,1
survivors,survivor,1
suspects,suspect,1
suspicions,suspicion,1
swans,swan,1
sweats,sweat,1
swings,swing,1
swords,sword,1
symbols,symbol,1
symptoms,symptom,1
tablecloths,tablecloth,1
tabloids,tabloid,1
tails,tail,1
tales,tale,1
tans,tan,1
targets,target,1
tasks,task,1
teaspoons,teaspoon,1
telecommunications,telecommunications,1
telescopes,telescope,1
tempers,temper,1
temptations,temptation,1
tensions,tension,1
terms,term,1
terminals,terminal,1
terraces,terrace,1
terrors,terror,1
thanks,thanks,1
thefts,theft,1
themes,theme,1
thermometers,thermometer,1
thighs,thigh,1
thirds,third,1
threats,threat,1
timings,timing,1
tiredness,tiredness,1
toenails,toenail,1
tombs,tomb,1
tools,tool,1
traditions,tradition,1
trails,trail,1
transfers,transfer,1
transports,transport,1
traps,trap,1
trays,tray,1
treatments,treatment,1
trials,trial,1
triangles,triangle,1
tribes,tribe,1
trusts,trust,1
truths,truth,1
tutors,tutor,1
understandings,understanding,1
unhappiness,unhappiness,1
upbringings,upbringing,1
updates,update,1
upgrades,upgrade,1
variations,variation,1
verses,verse,1
versions,version,1
victims,victim,1
viewers,viewer,1
vinegars,vinegar,1
visions,vision,1
vitamins,vitamin,1
volunteers,volunteer,1
voyages,voyage,1
waists,waist,1
waits,wait,1
wards,ward,1
wardrobes,wardrobe,1
wasps,wasp,1
weapons,weapon,1
wheats,wheat,1
whiskeys,whiskey,1
whistles,whistle,1
widows,widow,1
widths,width,1
willingness,willingness,1
wires,wire,1
worms,worm,1
wounds,wound,1
wrists,wrist,1
yachts,yacht,1
yells,yell,1
zebras,zebra,1
zippers,zipper,1
zucchinis,zucchini,1
abortions,abortion,1
acceptances,acceptance,1
accusations,accusation,1
acquaintances,acquaintance,1
adaptations,adaptation,1
administrations,administration,1
administrators,administrator,1
advisers,adviser,1
agendas,agenda,1
alerts,alert,1
allegations,allegation,1
allowances,allowance,1
alterations,alteration,1
amateurs,amateur,1
amendments,amendment,1
angles,angle,1
annoyances,annoyance,1
appetites,appetite,1
appliances,appliance,1
archaeologists,archaeologist,1
assets,asset,1
assumptions,assumption,1
assurances,assurance,1
attendances,attendance,1
attorneys,attorney,1
auctions,auction,1
auditions,audition,1
avenues,avenue,1
awareness,awareness,1
beaks,beak,1
blanks,blank,1
blindness,blindness,1
brackets,bracket,1
bribes,bribe,1
bubbles,bubble,1
bumps,bump,1
burdens,burden,1
campaigns,campaign,1
cancellations,cancellation,1
captures,capture,1
cautions,caution,1
chores,chore,1
closeness,closeness,1
coals,coal,1
collaborations,collaboration,1
completions,completion,1
complications,complication,1
components,component,1
congestions,congestion,1
consents,consent,1
constitutions,constitution,1
contestants,contestant,1
conventions,convention,1
coolness,coolness,1
counterparts,counterpart,1
crawls,crawl,1
criterions,criterion,1
cultivations,cultivation,1
cutbacks,cutback,1
debuts,debut,1
declarations,declaration,1
dedications,dedication,1
deductions,deduction,1
defects,defect,1
deficits,deficit,1
delegates,delegate,1
deodorants,deodorant,1
developers,developer,1
diesels,diesel,1
dimes,dime,1
disapprovals,disapproval,1
discomforts,discomfort,1
discontents,discontent,1
discriminations,discrimination,1
dismissals,dismissal,1
disorders,disorder,1
displacements,displacement,1
disrespects,disrespect,1
disruptions,disruption,1
dissertations,dissertation,1
distractions,distraction,1
distributions,distribution,1
disturbances,disturbance,1
divides,divide,1
docks,dock,1
domains,domain,1
downsides,downside,1
drawbacks,drawback,1
dumps,dump,1
durations,duration,1
effectiveness,effectiveness,1
elegances,elegance,1
elites,elite,1
emissions,emission,1
emperors,emperor,1
empires,empire,1
enterprises,enterprise,1
environmentalists,environmentalist,1
equations,equation,1
equivalents,equivalent,1
erosions,erosion,1
establishments,establishment,1
evaluations,evaluation,1
exaggerations,exaggeration,1
executives,executive,1
exhausts,exhaust,1
exhibits,exhibit,1
expenses,expenses,1
explorations,exploration,1
exposures,exposure,1
exteriors,exterior,1
extinctions,extinction,1
extroverts,extrovert,1
fabrics,fabric,1
fairness,fairness,1
fascinations,fascination,1
feasts,feast,1
federations,federation,1
flairs,flair,1
flaws,flaw,1
fleets,fleet,1
footsteps,footstep,1
formats,format,1
formulas,formula,1
foundations,foundation,1
frictions,friction,1
frights,fright,1
funds,fund,1
gadgets,gadget,1
gains,gain,1
garments,garment,1
gatherings,gathering,1
generalizations,generalization,1
germs,germ,1
gerunds,gerund,1
gestures,gesture,1
giants,giant,1
glamours,glamour,1
glimpses,glimpse,1
greeds,greed,1
guidelines,guideline,1
habitats,habitat,1
harassments,harassment,1
hardships,hardship,1
hates,hate,1
hatreds,hatred,1
hazards,hazard,1
headings,heading,1
historians,historian,1
hunts,hunt,1
hygienes,hygiene,1
icebergs,iceberg,1
idols,idol,1
illustrations,illustration,1
implications,implication,1
imports,import,1
inclusions,inclusion,1
inconveniences,inconvenience,1
indications,indication,1
infrastructures,infrastructure,1
initiatives,initiative,1
injustices,injustice,1
innovations,innovation,1
insights,insight,1
inspections,inspection,1
installations,installation,1
instances,instance,1
interactions,interaction,1
jargons,jargon,1
joints,joint,1
journals,journal,1
knobs,knob,1
labors,labor,1
landmarks,landmark,1
lawns,lawn,1
layouts,layout,1
leaderships,leadership,1
liberations,liberation,1
limitations,limitation,1
listeners,listener,1
logs,log,1
logics,logic,1
loneliness,loneliness,1
lounges,lounge,1
mammals,mammal,1
mansions,mansion,1
mechanisms,mechanism,1
memos,memo,1
migrations,migration,1
misfortunes,misfortune,1
modes,mode,1
modifications,modification,1
mustards,mustard,1
neglects,neglect,1
negotiations,negotiation,1
nervousness,nervousness,1
newsletters,newsletter,1
nominations,nomination,1
norms,norm,1
notions,notion,1
nutritions,nutrition,1
obstacles,obstacle,1
occurrences,occurrence,1
odds,odds,1
oppositions,opposition,1
optimists,optimist,1
organs,organ,1
orientations,orientation,1
ounces,ounce,1
outcomes,outcome,1
outlets,outlet,1
outlooks,outlook,1
overviews,overview,1
ozones,ozone,1
palms,palm,1
paradises,paradise,1
participants,participant,1
peasants,peasant,1
peeks,peek,1
peers,peer,1
perfections,perfection,1
perks,perk,1
permits,permit,1
perspectives,perspective,1
postures,posture,1
precautions,precaution,1
predators,predator,1
prestiges,prestige,1
principles,principle,1
prints,print,1
privileges,privilege,1
programmers,programmer,1
progressions,progression,1
projections,projection,1
proportions,proportion,1
propositions,proposition,1
prostitutes,prostitute,1
proteins,protein,1
providers,provider,1
provisions,provision,1
pulses,pulse,1
pyramids,pyramid,1
radiations,radiation,1
raises,raise,1
ranks,rank,1
ratings,rating,1
ratios,ratio,1
readerships,readership,1
readiness,readiness,1
realizations,realization,1
rebellions,rebellion,1
reconstructions,reconstruction,1
rectangles,rectangle,1
redevelopments,redevelopment,1
refusals,refusal,1
reigns,reign,1
reminders,reminder,1
renewals,renewal,1
renovations,renovation,1
reproductions,reproduction,1
reptiles,reptile,1
republics,republic,1
restrictions,restriction,1
retails,retail,1
revenues,revenue,1
richness,richness,1
riots,riot,1
rivals,rival,1
runways,runway,1
sacks,sack,1
sacrifices,sacrifice,1
saints,saint,1
scholars,scholar,1
scholarships,scholarship,1
sectors,sector,1
selfishness,selfishness,1
sequences,sequence,1
serials,serial,1
setbacks,setback,1
settlements,settlement,1
shames,shame,1
shortcomings,shortcoming,1
shuttles,shuttle,1
shyness,shyness,1
significances,significance,1
simulations,simulation,1
slangs,slang,1
slogans,slogan,1
slots,slot,1
smogs,smog,1
socialists,socialist,1
solitudes,solitude,1
spams,spam,1
specifications,specification,1
spectrums,spectrum,1
speculations,speculation,1
spheres,sphere,1
spines,spine,1
spokespersons,spokesperson,1
sponsorships,sponsorship,1
staircases,staircase,1
staminas,stamina,1
stands,stand,1
statistics,statistic,1
stereotypes,stereotype,1
stockings,stocking,1
straws,straw,1
strikers,striker,1
strolls,stroll,1
substitutions,substitution,1
subtitles,subtitles,1
successors,successor,1
summits,summit,1
superiors,superior,1
supervisors,supervisor,1
surges,surge,1
surgeons,surgeon,1
tactics,tactic,1
tailpipes,tailpipe,1
takeovers,takeover,1
tanks,tank,1
teamworks,teamwork,1
technicians,technician,1
technos,techno,1
textures,texture,1
therapists,therapist,1
thrills,thrill,1
tobaccos,tobacco,1
tokens,token,1
tolls,toll,1
tortures,torture,1
trainees,trainee,1
transactions,transaction,1
transformations,transformation,1
treks,trek,1
triumphs,triumph,1
trousers,trousers,1
tuitions,tuition,1
tunes,tune,1
twists,twist,1
undershirts,undershirt,1
unwillingness,unwillingness,1
usages,usage,1
usefulness,usefulness,1
variables,variable,1
vegetations,vegetation,1
veils,veil,1
veins,vein,1
verdicts,verdict,1
viewpoints,viewpoint,1
vines,vine,1
walkers,walker,1
warriors,warrior,1
wits,wit,1
workforces,workforce,1
workplaces,workplace,1
workshops,workshop,1
youngsters,youngster,1
accumulations,accumulation,1
acres,acre,1
adolescents,adolescent,1
alcoholics,alcoholic,1
alliances,alliance,1
allocations,allocation,1
anchors,anchor,1
antibiotics,antibiotic,1
anticipations,anticipation,1
aspirations,aspiration,1
assaults,assault,1
attributes,attribute,1
awes,awe,1
barks,bark,1
barns,barn,1
bets,bet,1
blackmails,blackmail,1
blends,blend,1
blisters,blister,1
blows,blow,1
bundles,bundle,1
burials,burial,1
carriages,carriage,1
casseroles,casserole,1
catastrophes,catastrophe,1
chancellors,chancellor,1
charismas,charisma,1
cheers,cheer,1
cheerfulness,cheerfulness,1
chills,chill,1
circuits,circuit,1
circulations,circulation,1
civilians,civilian,1
classifications,classification,1
closures,closure,1
clumsiness,clumsiness,1
coastlines,coastline,1
coldness,coldness,1
combats,combat,1
comebacks,comeback,1
commanders,commander,1
complexions,complexion,1
compliments,compliment,1
conceptions,conception,1
concessions,concession,1
confrontations,confrontation,1
consciences,conscience,1
consensus,consensus,1
constraints,constraint,1
consultations,consultation,1
contempts,contempt,1
contraceptions,contraception,1
contraceptives,contraceptive,1
contradictions,contradiction,1
conversions,conversion,1
convictions,conviction,1
corals,coral,1
cores,core,1
counsels,counsel,1
counselings,counseling,1
counselors,counselor,1
cracks,crack,1
crackdowns,crackdown,1
cravings,craving,1
craziness,craziness,1
creeps,creep,1
crystals,crystal,1
decays,decay,1
deceptions,deception,1
delegations,delegation,1
denials,denial,1
deprivations,deprivation,1
descendants,descendant,1
deterrents,deterrent,1
devastations,devastation,1
diagnosis,diagnosis,1
dialects,dialect,1
diarrheas,diarrhea,1
dices,dice,1
disgusts,disgust,1
dismays,dismay,1
dispositions,disposition,1
disputes,dispute,1
dnas,dna,1
donors,donor,1
dooms,doom,1
doorways,doorway,1
drains,drain,1
droughts,drought,1
eliminations,elimination,1
embraces,embrace,1
endeavors,endeavor,1
endurances,endurance,1
essences,essence,1
ethics,ethic,1
exiles,exile,1
expenditures,expenditure,1
explosives,explosive,1
fakes,fake,1
fanatics,fanatic,1
feats,feat,1
filters,filter,1
fireplaces,fireplace,1
fists,fist,1
flashbacks,flashback,1
fluids,fluid,1
followers,follower,1
forgiveness,forgiveness,1
formations,formation,1
fouls,foul,1
fractions,fraction,1
fragrances,fragrance,1
frameworks,framework,1
frauds,fraud,1
fringes,fringe,1
frontiers,frontier,1
frowns,frown,1
fulfillments,fulfillment,1
gambles,gamble,1
gasps,gasp,1
gazes,gaze,1
glares,glare,1
glows,glow,1
goodness,goodness,1
grins,grin,1
groans,groan,1
grounds,grounds,1
hails,hail,1
hauls,haul,1
heaps,heap,1
heirs,heir,1
hesitations,hesitation,1
homelessness,homelessness,1
horizons,horizon,1
hostages,hostage,1
illusions,illusion,1
imitations,imitation,1
implementations,implementation,1
imprisonments,imprisonment,1
impulses,impulse,1
incentives,incentive,1
inclinations,inclination,1
indicators,indicator,1
infants,infant,1
inferiors,inferior,1
inheritances,inheritance,1
inhibitions,inhibition,1
injections,injection,1
insomnias,insomnia,1
instincts,instinct,1
instructions,instruction,1
intellects,intellect,1
intellectuals,intellectual,1
intents,intent,1
interpretations,interpretation,1
intervals,interval,1
interventions,intervention,1
intolerances,intolerance,1
introverts,introvert,1
intruders,intruder,1
intrusions,intrusion,1
intuitions,intuition,1
irritations,irritation,1
janitors,janitor,1
jugs,jug,1
justifications,justification,1
kidneys,kidney,1
knots,knot,1
knuckles,knuckle,1
lawsuits,lawsuit,1
leaps,leap,1
leaves,leave,1
legislations,legislation,1
linens,linen,1
lofts,loft,1
longings,longing,1
lumbers,lumber,1
lumps,lump,1
lures,lure,1
margins,margin,1
massacres,massacre,1
masterpieces,masterpiece,1
materialisms,materialism,1
materialists,materialist,1
medications,medication,1
mediums,medium,1
memorials,memorial,1
mergers,merger,1
metaphors,metaphor,1
millenniums,millennium,1
mishaps,mishap,1
misinterpretations,misinterpretation,1
missiles,missile,1
morales,morale,1
motions,motion,1
muddles,muddle,1
murmurs,murmur,1
narratives,narrative,1
narrators,narrator,1
neckties,necktie,1
nerves,nerve,1
nests,nest,1
nostalgias,nostalgia,1
nostrils,nostril,1
observers,observer,1
odors,odor,1
officials,official,1
omissions,omission,1
openness,openness,1
optimisms,optimism,1
ordeals,ordeal,1
ornaments,ornament,1
orphans,orphan,1
outbreaks,outbreak,1
outputs,output,1
outrages,outrage,1
overloads,overload,1
pacts,pact,1
paradigms,paradigm,1
parallels,parallel,1
particles,particle,1
pastimes,pastime,1
perceptions,perception,1
perseverances,perseverance,1
persuasions,persuasion,1
pioneers,pioneer,1
pits,pit,1
plagues,plague,1
pleas,plea,1
plights,plight,1
poles,pole,1
portrayals,portrayal,1
practitioners,practitioner,1
precedents,precedent,1
predecessors,predecessor,1
premiums,premium,1
presumptions,presumption,1
preys,prey,1
proceedings,proceedings,1
processions,procession,1
produces,produce,1
propagandas,propaganda,1
prosecutions,prosecution,1
prosecutors,prosecutor,1
protagonists,protagonist,1
proverbs,proverb,1
provinces,province,1
provocations,provocation,1
psychiatrists,psychiatrist,1
pursuits,pursuit,1
quotations,quotation,1
quotes,quote,1
racists,racist,1
radicals,radical,1
raids,raid,1
realms,realm,1
reassurances,reassurance,1
recognitions,recognition,1
recollections,recollection,1
recruits,recruit,1
referendums,referendum,1
reforms,reform,1
regimes,regime,1
rejections,rejection,1
remorses,remorse,1
repetitions,repetition,1
representations,representation,1
resemblances,resemblance,1
resentments,resentment,1
reserves,reserve,1
resignations,resignation,1
resiliences,resilience,1
resistances,resistance,1
resolutions,resolution,1
resolves,resolve,1
restraints,restraint,1
retailers,retailer,1
retentions,retention,1
retreats,retreat,1
reunions,reunion,1
revelations,revelation,1
reversals,reversal,1
reverses,reverse,1
revivals,revival,1
rhymes,rhyme,1
ribbons,ribbon,1
riches,riches,1
rituals,ritual,1
roars,roar,1
rounds,round,1
rulings,ruling,1
saddles,saddle,1
sails,sail,1
sanctions,sanction,1
sayings,saying,1
scans,scan,1
scenarios,scenario,1
sentiments,sentiment,1
shields,shield,1
shovels,shovel,1
siblings,sibling,1
silverwares,silverware,1
simplifications,simplification,1
sips,sip,1
sirens,siren,1
skulls,skull,1
slaps,slap,1
slaughters,slaughter,1
snobs,snob,1
socialisms,socialism,1
sorrows,sorrow,1
sparks,spark,1
specimens,specimen,1
splendors,splendor,1
spotlights,spotlight,1
spouses,spouse,1
squads,squad,1
standpoints,standpoint,1
stimulus,stimulus,1
strands,strand,1
straps,strap,1
stubbornness,stubbornness,1
sufferers,sufferer,1
supplements,supplement,1
surnames,surname,1
synonyms,synonym,1
tacts,tact,1
taxpayers,taxpayer,1
tenants,tenant,1
tenderness,tenderness,1
thinkers,thinker,1
threads,thread,1
thresholds,threshold,1
thrones,throne,1
timbers,timber,1
toddlers,toddler,1
tolerances,tolerance,1
toughness,toughness,1
tractors,tractor,1
traders,trader,1
traits,trait,1
transitions,transition,1
transmissions,transmission,1
transplants,transplant,1
traumas,trauma,1
treats,treat,1
tributes,tribute,1
trios,trio,1
turmoils,turmoil,1
undertakings,undertaking,1
upkeeps,upkeep,1
urges,urge,1
vaccinations,vaccination,1
vandalisms,vandalism,1
velvets,velvet,1
ventures,venture,1
vests,vest,1
veterans,veteran,1
vices,vice,1
virgins,virgin,1
virtues,virtue,1
vocations,vocation,1
voters,voter,1
vows,vow,1
warehouses,warehouse,1
weeds,weed,1
whims,whim,1
willpowers,willpower,1
withdrawals,withdrawal,1
woodlands,woodland,1
workaholics,workaholic,1
worships,worship,1
wrecks,wreck,1
wreckages,wreckage,1
wrinkles,wrinkle,1
clothes,clothes,1
draughts,draught,1
fibres,fibre,1
magistrates,magistrate,1
overdrafts,overdraft,1
pensioners,pensioner,1
solicitors,solicitor,1
soyas,soya,1
turnovers,turnover,1
savings,saving,1
defences,defence,1
regards,regard,1
labours,labour,1
counsellings,counselling,1
counsellors,counsellor,1
diarrhoeas,diarrhoea,1
endeavours,endeavour,1
lifespans,lifespan,1
odours,odour,1
outgoings,outgoings,1
reads,read,1
spades,spade,1
splendours,splendour,1
villagers,villager,1
discs,disc,1
colours,colour,1
favourites,favourite,1
humours,humour,1
counts,count,1
fulfilments,fulfilment,1
centres,centre,1
flavours,flavour,1
autumns,autumn,1
cafes,cafe,1
kilometres,kilometre,1
metres,metre,1
mums,mum,1
neighbours,neighbour,1
programmes,programme,1
theatres,theatre,1
websites,website,1
apps,app,1
behaviours,behaviour,1
biscuits,biscuit,1
cookers,cooker,1
mathematics,mathematics,1
moons,moon,1
railways,railway,1
stairs,stair,1
travellers,traveller,1
accommodations,accommodation,1
hurricanes,hurricane,1
neighbourhoods,neighbourhood,1
tapes,tape,1
tyres,tyre,1
beings,being,1
findings,finding,1
genres,genre,1
hearings,hearing,1
judgements,judgement,1
minerals,mineral,1
offences,offence,1
universes,universe,1
aliens,alien,1
applicants,applicant,1
artworks,artwork,1
broadcasters,broadcaster,1
bucks,buck,1
clips,clip,1
compounds,compound,1
cowboys,cowboy,1
cues,cue,1
entrepreneurs,entrepreneur,1
expertises,expertise,1
forums,forum,1
fossils,fossil,1
fragments,fragment,1
gallons,gallon,1
greenhouses,greenhouse,1
kindergartens,kindergarten,1
lyrics,lyric,1
makings,making,1
markers,marker,1
navigations,navigation,1
nickels,nickel,1
outfits,outfit,1
packets,packet,1
participations,participation,1
physicians,physician,1
placements,placement,1
protesters,protester,1
punks,punk,1
receivers,receiver,1
revisions,revision,1
screenings,screening,1
seekers,seeker,1
settlers,settler,1
troops,troop,1
tsunamis,tsunami,1
accomplishments,accomplishment,1
acquisitions,acquisition,1
aftermaths,aftermath,1
aides,aide,1
alignments,alignment,1
apparels,apparel,1
archives,archive,1
arenas,arena,1
arrays,array,1
assassinations,assassination,1
assertions,assertion,1
asylums,asylum,1
audits,audit,1
autos,auto,1
backdrops,backdrop,1
bails,bail,1
ballots,ballot,1
banners,banner,1
barrels,barrel,1
battlefields,battlefield,1
benchmarks,benchmark,1
beverages,beverage,1
bishops,bishop,1
blasts,blast,1
blessings,blessing,1
bookings,booking,1
booms,boom,1
buffers,buffer,1
casinos,casino,1
chambers,chamber,1
chunks,chunk,1
citizenships,citizenship,1
clusters,cluster,1
coalitions,coalition,1
cocktails,cocktail,1
collisions,collision,1
columnists,columnist,1
commentators,commentator,1
commissioners,commissioner,1
compassions,compassion,1
compensations,compensation,1
compliances,compliance,1
configurations,configuration,1
congregations,congregation,1
contenders,contender,1
contentions,contention,1
contractors,contractor,1
contributors,contributor,1
coordinators,coordinator,1
copyrights,copyright,1
correlations,correlation,1
correspondences,correspondence,1
correspondents,correspondent,1
creators,creator,1
critiques,critique,1
cuttings,cutting,1
debris,debris,1
deeds,deed,1
defaults,default,1
demons,demon,1
deployments,deployment,1
descents,descent,1
detentions,detention,1
dictators,dictator,1
disclosures,disclosure,1
discourses,discourse,1
doctrines,doctrine,1
duos,duo,1
educators,educator,1
egos,ego,1
endorsements,endorsement,1
enforcements,enforcement,1
engagements,engagement,1
enthusiasts,enthusiast,1
epidemics,epidemic,1
exclusions,exclusion,1
executions,execution,1
exploitations,exploitation,1
factions,faction,1
fibers,fiber,1
filmmakers,filmmaker,1
firearms,firearm,1
footages,footage,1
genocides,genocide,1
gigs,gig,1
governances,governance,1
grids,grid,1
guerrillas,guerrilla,1
guts,gut,1
handfuls,handful,1
homelands,homeland,1
hydrogens,hydrogen,1
incarcerations,incarceration,1
incidences,incidence,1
indictments,indictment,1
inmates,inmate,1
insertions,insertion,1
insiders,insider,1
intakes,intake,1
interfaces,interface,1
intersections,intersection,1
jurisdictions,jurisdiction,1
laps,lap,1
lawmakers,lawmaker,1
legislatures,legislature,1
limbs,limb,1
listings,listing,1
loops,loop,1
magnitudes,magnitude,1
mainlands,mainland,1
mandates,mandate,1
manipulations,manipulation,1
manuscripts,manuscript,1
marketplaces,marketplace,1
meditations,meditation,1
mentors,mentor,1
merchants,merchant,1
militias,militia,1
mills,mill,1
mobs,mob,1
modules,module,1
niches,niche,1
nominees,nominee,1
offerings,offering,1
outings,outing,1
outsiders,outsider,1
pads,pad,1
parameters,parameter,1
patents,patent,1
pathways,pathway,1
patrons,patron,1
petitions,petition,1
pipelines,pipeline,1
polls,poll,1
portfolios,portfolio,1
prevalences,prevalence,1
privatizations,privatization,1
proceedings,proceeding,1
proceeds,proceeds,1
processors,processor,1
protocols,protocol,1
quotas,quota,1
radars,radar,1
rankings,ranking,1
recipients,recipient,1
regulators,regulator,1
rehabilitations,rehabilitation,1
remainders,remainder,1
removals,removal,1
rentals,rental,1
residues,residue,1
